uid,drinkPrice,drinkImage,drinkName,
16,8,d7,Bombay Sapphire,
16,6,d8,Barceló,
16,6,d9,Santa Teresa,
16,6,d10,Cacique,
16,6,d12,Johnnie Walker Red,
16,6,d13,J&B,
16,8,d14,Absolut,
16,10,d17,Hendrick's,
16,8,d18,Martin Miller's,
16,7,d20,Havana Club 7,
16,10,d21,Johnnie Walker Black,
16,7.5,d22,Jack Daniel's,
16,5.8,d25,Larios,
16,5.8,d27,Dyc,
17,1.7,d4,Caña,
17,2.7,d5,Doble,
17,6,d1,Tanqueray,
17,6,d2,Beefeater,
17,6,d3,Brugal,
17,6,d6,Seagram's,
17,8,d7,Bombay Sapphire,
17,6,d8,Barceló,
17,6,d9,Santa Teresa,
17,6,d10,Cacique,
17,6,d12,Johnnie Walker Red,
17,6,d13,J&B,
17,8,d14,Absolut,
17,10,d17,Hendrick's,
17,8,d18,Martin Miller's,
17,7,d20,Havana Club 7,
17,10,d21,Johnnie Walker Black,
17,7.5,d22,Jack Daniel's,
17,5.8,d25,Larios,
17,5.8,d27,Dyc,
18,1.7,d4,Caña,
18,2.7,d5,Doble,
18,6,d1,Tanqueray,
18,6,d2,Beefeater,
18,6,d3,Brugal,
18,6,d6,Seagram's,
18,8,d7,Bombay Sapphire,
18,6,d8,Barceló,
18,6,d9,Santa Teresa,
18,6,d10,Cacique,
18,6,d12,Johnnie Walker Red,
18,6,d13,J&B,
18,8,d14,Absolut,
18,10,d17,Hendrick's,
18,8,d18,Martin Miller's,
18,7,d20,Havana Club 7,
18,10,d21,Johnnie Walker Black,
18,7.5,d22,Jack Daniel's,
18,5.8,d25,Larios,
18,5.8,d27,Dyc,
19,1.7,d4,Caña,
19,2.7,d5,Doble,
19,6,d1,Tanqueray,
19,6,d2,Beefeater,
19,6,d3,Brugal,
19,6,d6,Seagram's,
19,8,d7,Bombay Sapphire,
19,6,d8,Barceló,
19,6,d9,Santa Teresa,
19,6,d10,Cacique,
19,6,d12,Johnnie Walker Red,
19,6,d13,J&B,
19,8,d14,Absolut,
19,10,d17,Hendrick's,
19,8,d18,Martin Miller's,
19,7,d20,Havana Club 7,
19,10,d21,Johnnie Walker Black,
19,7.5,d22,Jack Daniel's,
19,5.8,d25,Larios,
19,5.8,d27,Dyc,
20,-,d4,Caña,
20,4,d5,Doble,
20,-,d1,Tanqueray,
20,-,d2,Beefeater,
20,7,d3,Brugal,
20,7,d8,Barceló,
20,7,d10,Cacique,
20,7,d12,Johnnie Walker Red,
20,7,d13,J&B,
20,7,d14,Absolut,
21,-,d4,Caña,
21,4,d5,Doble,
21,-,d1,Tanqueray,
21,-,d2,Beefeater,
21,7,d3,Brugal,
21,7,d8,Barceló,
21,7,d10,Cacique,
21,7,d12,Johnnie Walker Red,
21,7,d13,J&B,
21,7,d14,Absolut,
22,-,d4,Caña,
22,4,d5,Doble,
22,-,d1,Tanqueray,
22,-,d2,Beefeater,
22,7,d3,Brugal,
22,7,d8,Barceló,
22,7,d10,Cacique,
22,7,d12,Johnnie Walker Red,
22,7,d13,J&B,
22,7,d14,Absolut,
23,-,d4,Caña,
23,4,d5,Doble,
23,-,d1,Tanqueray,
23,-,d2,Beefeater,
23,7,d3,Brugal,
23,7,d8,Barceló,
23,7,d10,Cacique,
23,7,d12,Johnnie Walker Red,
23,7,d13,J&B,
23,7,d14,Absolut,
24,-,d4,Caña,
24,4,d5,Doble,
24,-,d1,Tanqueray,
24,-,d2,Beefeater,
24,7,d3,Brugal,
24,7,d8,Barceló,
24,7,d10,Cacique,
24,7,d12,Johnnie Walker Red,
24,7,d13,J&B,
24,7,d14,Absolut,
25,-,d4,Caña,
25,4,d5,Doble,
25,-,d1,Tanqueray,
25,-,d2,Beefeater,
25,7,d3,Brugal,
25,7,d8,Barceló,
25,7,d10,Cacique,
25,7,d12,Johnnie Walker Red,
25,7,d13,J&B,
25,7,d14,Absolut,
26,-,d4,Caña,
26,4,d5,Doble,
26,-,d1,Tanqueray,
26,-,d2,Beefeater,
26,7,d3,Brugal,
26,7,d8,Barceló,
26,7,d10,Cacique,
26,7,d12,Johnnie Walker Red,
26,7,d13,J&B,
26,7,d14,Absolut,
27,-,d4,Caña,
27,4,d5,Doble,
27,-,d1,Tanqueray,
27,-,d2,Beefeater,
27,7,d3,Brugal,
27,7,d8,Barceló,
27,7,d10,Cacique,
27,7,d12,Johnnie Walker Red,
27,7,d13,J&B,
27,7,d14,Absolut,
28,-,d4,Caña,
28,4,d5,Doble,
28,-,d1,Tanqueray,
28,-,d2,Beefeater,
28,7,d3,Brugal,
28,7,d8,Barceló,
28,7,d10,Cacique,
28,7,d12,Johnnie Walker Red,
28,7,d13,J&B,
28,7,d14,Absolut,
29,-,d4,Caña,
29,4,d5,Doble,
29,-,d1,Tanqueray,
29,-,d2,Beefeater,
29,7,d3,Brugal,
29,7,d8,Barceló,
29,7,d10,Cacique,
29,7,d12,Johnnie Walker Red,
29,7,d13,J&B,
29,7,d14,Absolut,
30,-,d4,Caña,
30,4.75,d5,Doble,
30,-,d1,Tanqueray,
30,-,d2,Beefeater,
30,13,d3,Brugal,
30,16,d7,Bombay Sapphire,
30,13,d9,Santa Teresa,
30,16,d15,Nordés,
30,16,d17,Hendrick's,
30,16,d18,Martin Miller's,
30,16,d19,Brockman's,
30,16,d23,Grey Goose,
30,16,d24,Belvedere,
31,-,d4,Caña,
31,4.75,d5,Doble,
31,-,d1,Tanqueray,
31,-,d2,Beefeater,
31,13,d3,Brugal,
31,16,d7,Bombay Sapphire,
31,13,d9,Santa Teresa,
31,16,d15,Nordés,
31,16,d17,Hendrick's,
31,16,d18,Martin Miller's,
31,16,d19,Brockman's,
31,16,d23,Grey Goose,
31,16,d24,Belvedere,
32,-,d4,Caña,
32,4.75,d5,Doble,
32,-,d1,Tanqueray,
32,-,d2,Beefeater,
32,13,d3,Brugal,
32,16,d7,Bombay Sapphire,
32,13,d9,Santa Teresa,
32,16,d15,Nordés,
32,16,d17,Hendrick's,
32,16,d18,Martin Miller's,
32,16,d19,Brockman's,
32,16,d23,Grey Goose,
32,16,d24,Belvedere,
33,-,d4,Caña,
33,4.75,d5,Doble,
33,-,d1,Tanqueray,
33,-,d2,Beefeater,
33,13,d3,Brugal,
33,16,d7,Bombay Sapphire,
33,13,d9,Santa Teresa,
33,16,d15,Nordés,
33,16,d17,Hendrick's,
33,16,d18,Martin Miller's,
33,16,d19,Brockman's,
33,16,d23,Grey Goose,
33,16,d24,Belvedere,
34,-,d4,Caña,
34,4.75,d5,Doble,
34,-,d1,Tanqueray,
34,-,d2,Beefeater,
34,13,d3,Brugal,
34,16,d7,Bombay Sapphire,
34,13,d9,Santa Teresa,
34,16,d15,Nordés,
34,16,d17,Hendrick's,
34,16,d18,Martin Miller's,
34,16,d19,Brockman's,
34,16,d23,Grey Goose,
34,16,d24,Belvedere,
35,-,d4,Caña,
35,4.75,d5,Doble,
35,-,d1,Tanqueray,
35,-,d2,Beefeater,
35,13,d3,Brugal,
35,16,d7,Bombay Sapphire,
35,13,d9,Santa Teresa,
35,16,d15,Nordés,
35,16,d17,Hendrick's,
35,16,d18,Martin Miller's,
35,16,d19,Brockman's,
35,16,d23,Grey Goose,
35,16,d24,Belvedere,
36,-,d4,Caña,
36,4.75,d5,Doble,
36,-,d1,Tanqueray,
36,-,d2,Beefeater,
36,13,d3,Brugal,
36,16,d7,Bombay Sapphire,
36,13,d9,Santa Teresa,
36,16,d15,Nordés,
36,16,d17,Hendrick's,
36,16,d18,Martin Miller's,
36,16,d19,Brockman's,
36,16,d23,Grey Goose,
36,16,d24,Belvedere,
37,-,d4,Caña,
37,4.75,d5,Doble,
37,-,d1,Tanqueray,
37,-,d2,Beefeater,
37,13,d3,Brugal,
37,16,d7,Bombay Sapphire,
37,13,d9,Santa Teresa,
37,16,d15,Nordés,
37,16,d17,Hendrick's,
37,16,d18,Martin Miller's,
37,16,d19,Brockman's,
37,16,d23,Grey Goose,
37,16,d24,Belvedere,
38,-,d4,Caña,
38,4.75,d5,Doble,
38,-,d1,Tanqueray,
38,-,d2,Beefeater,
38,13,d3,Brugal,
38,16,d7,Bombay Sapphire,
38,13,d9,Santa Teresa,
38,16,d15,Nordés,
38,16,d17,Hendrick's,
38,16,d18,Martin Miller's,
38,16,d19,Brockman's,
38,16,d23,Grey Goose,
38,16,d24,Belvedere,
39,-,d4,Caña,
39,4.75,d5,Doble,
39,-,d1,Tanqueray,
39,-,d2,Beefeater,
39,13,d3,Brugal,
39,16,d7,Bombay Sapphire,
39,13,d9,Santa Teresa,
39,16,d15,Nordés,
39,16,d17,Hendrick's,
39,16,d18,Martin Miller's,
39,16,d19,Brockman's,
39,16,d23,Grey Goose,
39,16,d24,Belvedere,
40,-,d4,Caña,
40,3,d5,Doble,
40,11,d1,Tanqueray,
40,-,d2,Beefeater,
40,-,d3,Brugal,
40,12,d8,Barceló,
40,12,d21,Johnnie Walker Black,
40,14,d24,Belvedere,
41,-,d4,Caña,
41,3,d5,Doble,
41,11,d1,Tanqueray,
41,-,d2,Beefeater,
41,-,d3,Brugal,
41,12,d8,Barceló,
41,12,d21,Johnnie Walker Black,
41,14,d24,Belvedere,
42,-,d4,Caña,
42,3,d5,Doble,
42,11,d1,Tanqueray,
42,-,d2,Beefeater,
42,-,d3,Brugal,
42,12,d8,Barceló,
42,12,d21,Johnnie Walker Black,
42,14,d24,Belvedere,
43,-,d4,Caña,
43,3,d5,Doble,
43,11,d1,Tanqueray,
43,-,d2,Beefeater,
43,-,d3,Brugal,
43,12,d8,Barceló,
43,12,d21,Johnnie Walker Black,
43,14,d24,Belvedere,
44,-,d4,Caña,
44,3,d5,Doble,
44,11,d1,Tanqueray,
44,-,d2,Beefeater,
44,-,d3,Brugal,
44,12,d8,Barceló,
44,12,d21,Johnnie Walker Black,
44,14,d24,Belvedere,
45,-,d4,Caña,
45,3,d5,Doble,
45,11,d1,Tanqueray,
45,-,d2,Beefeater,
45,-,d3,Brugal,
45,12,d8,Barceló,
45,12,d21,Johnnie Walker Black,
45,14,d24,Belvedere,
46,-,d4,Caña,
46,3,d5,Doble,
46,11,d1,Tanqueray,
46,-,d2,Beefeater,
46,-,d3,Brugal,
46,12,d8,Barceló,
46,12,d21,Johnnie Walker Black,
46,14,d24,Belvedere,
47,-,d4,Caña,
47,3,d5,Doble,
47,11,d1,Tanqueray,
47,-,d2,Beefeater,
47,-,d3,Brugal,
47,12,d8,Barceló,
47,12,d21,Johnnie Walker Black,
47,14,d24,Belvedere,
48,-,d4,Caña,
48,3,d5,Doble,
48,11,d1,Tanqueray,
48,-,d2,Beefeater,
48,-,d3,Brugal,
48,12,d8,Barceló,
48,12,d21,Johnnie Walker Black,
48,14,d24,Belvedere,
49,-,d4,Caña,
49,3,d5,Doble,
49,11,d1,Tanqueray,
49,-,d2,Beefeater,
49,-,d3,Brugal,
49,12,d8,Barceló,
49,12,d21,Johnnie Walker Black,
49,14,d24,Belvedere,
50,-,d4,Caña,
50,3,d5,Doble,
50,7.5,d1,Tanqueray,
50,7.5,d2,Beefeater,
50,7.5,d3,Brugal,
50,10,d15,Nordés,
51,-,d4,Caña,
51,3,d5,Doble,
51,7.5,d1,Tanqueray,
51,7.5,d2,Beefeater,
51,7.5,d3,Brugal,
51,10,d15,Nordés,
52,-,d4,Caña,
52,3,d5,Doble,
52,7.5,d1,Tanqueray,
52,7.5,d2,Beefeater,
52,7.5,d3,Brugal,
52,10,d15,Nordés,
53,-,d4,Caña,
53,3,d5,Doble,
53,7.5,d1,Tanqueray,
53,7.5,d2,Beefeater,
53,7.5,d3,Brugal,
53,10,d15,Nordés,
54,-,d4,Caña,
54,3,d5,Doble,
54,7.5,d1,Tanqueray,
54,7.5,d2,Beefeater,
54,7.5,d3,Brugal,
54,10,d15,Nordés,
55,-,d4,Caña,
55,3,d5,Doble,
55,7.5,d1,Tanqueray,
55,7.5,d2,Beefeater,
55,7.5,d3,Brugal,
55,10,d15,Nordés,
56,-,d4,Caña,
56,3,d5,Doble,
56,7.5,d1,Tanqueray,
56,7.5,d2,Beefeater,
56,7.5,d3,Brugal,
56,10,d15,Nordés,
57,-,d4,Caña,
57,3,d5,Doble,
57,7.5,d1,Tanqueray,
57,7.5,d2,Beefeater,
57,7.5,d3,Brugal,
57,10,d15,Nordés,
58,-,d4,Caña,
58,3,d5,Doble,
58,7.5,d1,Tanqueray,
58,7.5,d2,Beefeater,
58,7.5,d3,Brugal,
58,10,d15,Nordés,
59,-,d4,Caña,
59,3,d5,Doble,
59,7.5,d1,Tanqueray,
59,7.5,d2,Beefeater,
59,7.5,d3,Brugal,
59,10,d15,Nordés,
60,1.5,d4,Caña,
60,2.5,d5,Doble,
60,6.5,d1,Tanqueray,
60,6.5,d2,Beefeater,
60,6.5,d3,Brugal,
60,6.5,d6,Seagram's,
60,6.5,d8,Barceló,
60,6.5,d9,Santa Teresa,
60,6.5,d10,Cacique,
60,6.5,d12,Johnnie Walker Red,
60,6.5,d13,J&B,
60,6.5,d25,Larios,
60,6.5,d26,Negrita,
60,6.5,d27,Dyc,
61,1.5,d4,Caña,
61,2.5,d5,Doble,
61,6.5,d1,Tanqueray,
61,6.5,d2,Beefeater,
61,6.5,d3,Brugal,
61,6.5,d6,Seagram's,
61,6.5,d8,Barceló,
61,6.5,d9,Santa Teresa,
61,6.5,d10,Cacique,
61,6.5,d12,Johnnie Walker Red,
61,6.5,d13,J&B,
61,6.5,d25,Larios,
61,6.5,d26,Negrita,
61,6.5,d27,Dyc,
62,1.5,d4,Caña,
62,2.5,d5,Doble,
62,6.5,d1,Tanqueray,
62,6.5,d2,Beefeater,
62,6.5,d3,Brugal,
62,6.5,d6,Seagram's,
62,6.5,d8,Barceló,
62,6.5,d9,Santa Teresa,
62,6.5,d10,Cacique,
62,6.5,d12,Johnnie Walker Red,
62,6.5,d13,J&B,
62,6.5,d25,Larios,
62,6.5,d26,Negrita,
62,6.5,d27,Dyc,
63,1.5,d4,Caña,
63,2.5,d5,Doble,
63,6.5,d1,Tanqueray,
63,6.5,d2,Beefeater,
63,6.5,d3,Brugal,
63,6.5,d6,Seagram's,
63,6.5,d8,Barceló,
63,6.5,d9,Santa Teresa,
63,6.5,d10,Cacique,
63,6.5,d12,Johnnie Walker Red,
63,6.5,d13,J&B,
63,6.5,d25,Larios,
63,6.5,d26,Negrita,
63,6.5,d27,Dyc,
64,1.5,d4,Caña,
64,2.5,d5,Doble,
64,6.5,d1,Tanqueray,
64,6.5,d2,Beefeater,
64,6.5,d3,Brugal,
64,6.5,d6,Seagram's,
64,6.5,d8,Barceló,
64,6.5,d9,Santa Teresa,
64,6.5,d10,Cacique,
64,6.5,d12,Johnnie Walker Red,
64,6.5,d13,J&B,
64,6.5,d25,Larios,
64,6.5,d26,Negrita,
64,6.5,d27,Dyc,
65,1.5,d4,Caña,
65,2.5,d5,Doble,
65,6.5,d1,Tanqueray,
65,6.5,d2,Beefeater,
65,6.5,d3,Brugal,
65,6.5,d6,Seagram's,
65,6.5,d8,Barceló,
65,6.5,d9,Santa Teresa,
65,6.5,d10,Cacique,
65,6.5,d12,Johnnie Walker Red,
65,6.5,d13,J&B,
65,6.5,d25,Larios,
65,6.5,d26,Negrita,
65,6.5,d27,Dyc,
66,1.5,d4,Caña,
66,2.5,d5,Doble,
66,6.5,d1,Tanqueray,
66,6.5,d2,Beefeater,
66,6.5,d3,Brugal,
66,6.5,d6,Seagram's,
66,6.5,d8,Barceló,
66,6.5,d9,Santa Teresa,
66,6.5,d10,Cacique,
66,6.5,d12,Johnnie Walker Red,
66,6.5,d13,J&B,
66,6.5,d25,Larios,
66,6.5,d26,Negrita,
66,6.5,d27,Dyc,
67,1.5,d4,Caña,
67,2.5,d5,Doble,
67,6.5,d1,Tanqueray,
67,6.5,d2,Beefeater,
67,6.5,d3,Brugal,
67,6.5,d6,Seagram's,
67,6.5,d8,Barceló,
67,6.5,d9,Santa Teresa,
67,6.5,d10,Cacique,
67,6.5,d12,Johnnie Walker Red,
67,6.5,d13,J&B,
67,6.5,d25,Larios,
67,6.5,d26,Negrita,
67,6.5,d27,Dyc,
68,1.5,d4,Caña,
68,2.5,d5,Doble,
68,6.5,d1,Tanqueray,
68,6.5,d2,Beefeater,
68,6.5,d3,Brugal,
68,6.5,d6,Seagram's,
68,6.5,d8,Barceló,
68,6.5,d9,Santa Teresa,
68,6.5,d10,Cacique,
68,6.5,d12,Johnnie Walker Red,
68,6.5,d13,J&B,
68,6.5,d25,Larios,
68,6.5,d26,Negrita,
68,6.5,d27,Dyc,
69,1.5,d4,Caña,
69,2.5,d5,Doble,
69,6.5,d1,Tanqueray,
69,6.5,d2,Beefeater,
69,6.5,d3,Brugal,
69,6.5,d6,Seagram's,
69,6.5,d8,Barceló,
69,6.5,d9,Santa Teresa,
69,6.5,d10,Cacique,
69,6.5,d12,Johnnie Walker Red,
69,6.5,d13,J&B,
69,6.5,d25,Larios,
69,6.5,d26,Negrita,
69,6.5,d27,Dyc,
70,6,dd1,Tanqueray,
70,5,dd2,Beefeater,
70,6,dd3,Brugal,
70,-,d4,Caña,
70,-,d5,Doble,
71,6,dd1,Tanqueray,
71,5,dd2,Beefeater,
71,6,dd3,Brugal,
71,-,d4,Caña,
71,-,d5,Doble,
72,6,dd1,Tanqueray,
72,5,dd2,Beefeater,
72,6,dd3,Brugal,
72,-,d4,Caña,
72,-,d5,Doble,
73,6,dd1,Tanqueray,
73,5,dd2,Beefeater,
73,6,dd3,Brugal,
73,-,d4,Caña,
73,-,d5,Doble,
74,6,dd1,Tanqueray,
74,5,dd2,Beefeater,
74,6,dd3,Brugal,
74,-,d4,Caña,
74,-,d5,Doble,
75,6,dd1,Tanqueray,
75,5,dd2,Beefeater,
75,6,dd3,Brugal,
75,-,d4,Caña,
75,-,d5,Doble,
76,6,dd1,Tanqueray,
76,5,dd2,Beefeater,
76,6,dd3,Brugal,
76,-,d4,Caña,
76,-,d5,Doble,
77,6,dd1,Tanqueray,
77,5,dd2,Beefeater,
77,6,dd3,Brugal,
77,-,d4,Caña,
77,-,d5,Doble,
78,6,dd1,Tanqueray,
78,5,dd2,Beefeater,
78,6,dd3,Brugal,
78,-,d4,Caña,
78,-,d5,Doble,
79,6,dd1,Tanqueray,
79,5,dd2,Beefeater,
79,6,dd3,Brugal,
79,-,d4,Caña,
79,-,d5,Doble,
80,-,d4,Caña,
80,3,d5,Doble,
80,6.5,d1,Tanqueray,
80,6.5,d2,Beefeater,
80,6.5,d3,Brugal,
80,6.5,d6,Seagram's,
80,6.5,d8,Barceló,
80,6.5,d9,Santa Teresa,
80,6.5,d10,Cacique,
80,6.5,d13,J&B,
80,6.5,d20,Havana Club 7,
81,-,d4,Caña,
81,3,d5,Doble,
81,6.5,d1,Tanqueray,
81,6.5,d2,Beefeater,
81,6.5,d3,Brugal,
81,6.5,d6,Seagram's,
81,6.5,d8,Barceló,
81,6.5,d9,Santa Teresa,
81,6.5,d10,Cacique,
81,6.5,d13,J&B,
81,6.5,d20,Havana Club 7,
82,-,d4,Caña,
82,3,d5,Doble,
82,6.5,d1,Tanqueray,
82,6.5,d2,Beefeater,
82,6.5,d3,Brugal,
82,6.5,d6,Seagram's,
82,6.5,d8,Barceló,
82,6.5,d9,Santa Teresa,
82,6.5,d10,Cacique,
82,6.5,d13,J&B,
82,6.5,d20,Havana Club 7,
83,-,d4,Caña,
83,3,d5,Doble,
83,6.5,d1,Tanqueray,
83,6.5,d2,Beefeater,
83,6.5,d3,Brugal,
83,6.5,d6,Seagram's,
83,6.5,d8,Barceló,
83,6.5,d9,Santa Teresa,
83,6.5,d10,Cacique,
83,6.5,d13,J&B,
83,6.5,d20,Havana Club 7,
84,-,d4,Caña,
84,3,d5,Doble,
84,6.5,d1,Tanqueray,
84,6.5,d2,Beefeater,
84,6.5,d3,Brugal,
84,6.5,d6,Seagram's,
84,6.5,d8,Barceló,
84,6.5,d9,Santa Teresa,
84,6.5,d10,Cacique,
84,6.5,d13,J&B,
84,6.5,d20,Havana Club 7,
