uid,weekDay,name,svalue,evalue
27,Monday,Monday,0,0
27,Tuesday,Tuesday,72000000,0
27,Wednesday,Wednesday,72000000,0
27,Thursday,Thursday,72000000,0
27,Friday,Friday,72000000,0
27,Saturday,Saturday,68400000,0
27,Sunday,Sunday,0,0
28,Monday,Monday,0,0
28,Tuesday,Tuesday,72000000,0
28,Wednesday,Wednesday,72000000,0
28,Thursday,Thursday,72000000,0
28,Friday,Friday,72000000,0
28,Saturday,Saturday,68400000,0
28,Sunday,Sunday,0,0
29,Monday,Monday,0,0
29,Tuesday,Tuesday,72000000,0
29,Wednesday,Wednesday,72000000,0
29,Thursday,Thursday,72000000,0
29,Friday,Friday,72000000,0
29,Saturday,Saturday,68400000,0
29,Sunday,Sunday,0,0
30,Monday,Monday,946728000000,946681200000
30,Tuesday,Tuesday,946728000000,946681200000
30,Wednesday,Wednesday,946728000000,946681200000
30,Thursday,Thursday,946728000000,946681200000
30,Friday,Friday,946728000000,946681200000
30,Saturday,Saturday,946746000000,946681200000
30,Sunday,Sunday,946746000000,946681200000
31,Monday,Monday,946728000000,946681200000
31,Tuesday,Tuesday,946728000000,946681200000
31,Wednesday,Wednesday,946728000000,946681200000
31,Thursday,Thursday,946728000000,946681200000
31,Friday,Friday,946728000000,946681200000
31,Saturday,Saturday,946746000000,946681200000
31,Sunday,Sunday,946746000000,946681200000
32,Monday,Monday,946728000000,946681200000
32,Tuesday,Tuesday,946728000000,946681200000
32,Wednesday,Wednesday,946728000000,946681200000
32,Thursday,Thursday,946728000000,946681200000
32,Friday,Friday,946728000000,946681200000
32,Saturday,Saturday,946746000000,946681200000
32,Sunday,Sunday,946746000000,946681200000
33,Monday,Monday,946728000000,946681200000
33,Tuesday,Tuesday,946728000000,946681200000
33,Wednesday,Wednesday,946728000000,946681200000
33,Thursday,Thursday,946728000000,946681200000
33,Friday,Friday,946728000000,946681200000
33,Saturday,Saturday,946746000000,946681200000
33,Sunday,Sunday,946746000000,946681200000
34,Monday,Monday,946728000000,946681200000
34,Tuesday,Tuesday,946728000000,946681200000
34,Wednesday,Wednesday,946728000000,946681200000
34,Thursday,Thursday,946728000000,946681200000
34,Friday,Friday,946728000000,946681200000
34,Saturday,Saturday,946746000000,946681200000
34,Sunday,Sunday,946746000000,946681200000
35,Monday,Monday,946728000000,946681200000
35,Tuesday,Tuesday,946728000000,946681200000
35,Wednesday,Wednesday,946728000000,946681200000
35,Thursday,Thursday,946728000000,946681200000
35,Friday,Friday,946728000000,946681200000
35,Saturday,Saturday,946746000000,946681200000
35,Sunday,Sunday,946746000000,946681200000
36,Monday,Monday,946728000000,946681200000
36,Tuesday,Tuesday,946728000000,946681200000
36,Wednesday,Wednesday,946728000000,946681200000
36,Thursday,Thursday,946728000000,946681200000
36,Friday,Friday,946728000000,946681200000
36,Saturday,Saturday,946746000000,946681200000
36,Sunday,Sunday,946746000000,946681200000
37,Monday,Monday,946728000000,946681200000
37,Tuesday,Tuesday,946728000000,946681200000
37,Wednesday,Wednesday,946728000000,946681200000
37,Thursday,Thursday,946728000000,946681200000
37,Friday,Friday,946728000000,946681200000
37,Saturday,Saturday,946746000000,946681200000
37,Sunday,Sunday,946746000000,946681200000
38,Monday,Monday,946728000000,946681200000
38,Tuesday,Tuesday,946728000000,946681200000
38,Wednesday,Wednesday,946728000000,946681200000
38,Thursday,Thursday,946728000000,946681200000
38,Friday,Friday,946728000000,946681200000
38,Saturday,Saturday,946746000000,946681200000
38,Sunday,Sunday,946746000000,946681200000
39,Monday,Monday,946728000000,946681200000
39,Tuesday,Tuesday,946728000000,946681200000
39,Wednesday,Wednesday,946728000000,946681200000
39,Thursday,Thursday,946728000000,946681200000
39,Friday,Friday,946728000000,946681200000
39,Saturday,Saturday,946746000000,946681200000
39,Sunday,Sunday,946746000000,946681200000
40,Monday,Monday,0,0
40,Tuesday,Tuesday,0,0
40,Wednesday,Wednesday,0,0
40,Thursday,Thursday,946742400000,946681200000
40,Friday,Friday,946742400000,946681200000
40,Saturday,Saturday,946742400000,946684800000
40,Sunday,Sunday,946742400000,946760400000
41,Monday,Monday,0,0
41,Tuesday,Tuesday,0,0
41,Wednesday,Wednesday,0,0
41,Thursday,Thursday,946742400000,946681200000
41,Friday,Friday,946742400000,946681200000
41,Saturday,Saturday,946742400000,946684800000
41,Sunday,Sunday,946742400000,946760400000
42,Monday,Monday,0,0
42,Tuesday,Tuesday,0,0
42,Wednesday,Wednesday,0,0
42,Thursday,Thursday,946742400000,946681200000
42,Friday,Friday,946742400000,946681200000
42,Saturday,Saturday,946742400000,946684800000
42,Sunday,Sunday,946742400000,946760400000
43,Monday,Monday,0,0
43,Tuesday,Tuesday,0,0
43,Wednesday,Wednesday,0,0
43,Thursday,Thursday,946742400000,946681200000
43,Friday,Friday,946742400000,946681200000
43,Saturday,Saturday,946742400000,946684800000
43,Sunday,Sunday,946742400000,946760400000
44,Monday,Monday,0,0
44,Tuesday,Tuesday,0,0
44,Wednesday,Wednesday,0,0
44,Thursday,Thursday,946742400000,946681200000
44,Friday,Friday,946742400000,946681200000
44,Saturday,Saturday,946742400000,946684800000
44,Sunday,Sunday,946742400000,946760400000
45,Monday,Monday,0,0
45,Tuesday,Tuesday,0,0
45,Wednesday,Wednesday,0,0
45,Thursday,Thursday,946742400000,946681200000
45,Friday,Friday,946742400000,946681200000
45,Saturday,Saturday,946742400000,946684800000
45,Sunday,Sunday,946742400000,946760400000
46,Monday,Monday,0,0
46,Tuesday,Tuesday,0,0
46,Wednesday,Wednesday,0,0
46,Thursday,Thursday,946742400000,946681200000
46,Friday,Friday,946742400000,946681200000
46,Saturday,Saturday,946742400000,946684800000
46,Sunday,Sunday,946742400000,946760400000
47,Monday,Monday,0,0
47,Tuesday,Tuesday,0,0
47,Wednesday,Wednesday,0,0
47,Thursday,Thursday,946742400000,946681200000
47,Friday,Friday,946742400000,946681200000
47,Saturday,Saturday,946742400000,946684800000
47,Sunday,Sunday,946742400000,946760400000
48,Monday,Monday,0,0
48,Tuesday,Tuesday,0,0
48,Wednesday,Wednesday,0,0
48,Thursday,Thursday,946742400000,946681200000
48,Friday,Friday,946742400000,946681200000
48,Saturday,Saturday,946742400000,946684800000
48,Sunday,Sunday,946742400000,946760400000
49,Monday,Monday,0,0
49,Tuesday,Tuesday,0,0
49,Wednesday,Wednesday,0,0
49,Thursday,Thursday,946742400000,946681200000
49,Friday,Friday,946742400000,946681200000
49,Saturday,Saturday,946742400000,946684800000
49,Sunday,Sunday,946742400000,946760400000
50,Monday,Monday,946710000000,946764000000
50,Tuesday,Tuesday,946710000000,946764000000
50,Wednesday,Wednesday,946710000000,946764000000
50,Thursday,Thursday,946710000000,946764000000
50,Friday,Friday,946710000000,946764000000
50,Saturday,Saturday,946710000000,946764000000
50,Sunday,Sunday,946710000000,946764000000
51,Monday,Monday,946710000000,946764000000
51,Tuesday,Tuesday,946710000000,946764000000
51,Wednesday,Wednesday,946710000000,946764000000
51,Thursday,Thursday,946710000000,946764000000
51,Friday,Friday,946710000000,946764000000
51,Saturday,Saturday,946710000000,946764000000
51,Sunday,Sunday,946710000000,946764000000
52,Monday,Monday,946710000000,946764000000
52,Tuesday,Tuesday,946710000000,946764000000
52,Wednesday,Wednesday,946710000000,946764000000
52,Thursday,Thursday,946710000000,946764000000
52,Friday,Friday,946710000000,946764000000
52,Saturday,Saturday,946710000000,946764000000
52,Sunday,Sunday,946710000000,946764000000
53,Monday,Monday,946710000000,946764000000
53,Tuesday,Tuesday,946710000000,946764000000
53,Wednesday,Wednesday,946710000000,946764000000
53,Thursday,Thursday,946710000000,946764000000
53,Friday,Friday,946710000000,946764000000
53,Saturday,Saturday,946710000000,946764000000
53,Sunday,Sunday,946710000000,946764000000
54,Monday,Monday,946710000000,946764000000
54,Tuesday,Tuesday,946710000000,946764000000
54,Wednesday,Wednesday,946710000000,946764000000
54,Thursday,Thursday,946710000000,946764000000
54,Friday,Friday,946710000000,946764000000
54,Saturday,Saturday,946710000000,946764000000
54,Sunday,Sunday,946710000000,946764000000
55,Monday,Monday,946710000000,946764000000
55,Tuesday,Tuesday,946710000000,946764000000
55,Wednesday,Wednesday,946710000000,946764000000
55,Thursday,Thursday,946710000000,946764000000
55,Friday,Friday,946710000000,946764000000
55,Saturday,Saturday,946710000000,946764000000
55,Sunday,Sunday,946710000000,946764000000
56,Monday,Monday,946710000000,946764000000
56,Tuesday,Tuesday,946710000000,946764000000
56,Wednesday,Wednesday,946710000000,946764000000
56,Thursday,Thursday,946710000000,946764000000
56,Friday,Friday,946710000000,946764000000
56,Saturday,Saturday,946710000000,946764000000
56,Sunday,Sunday,946710000000,946764000000
57,Monday,Monday,946710000000,946764000000
57,Tuesday,Tuesday,946710000000,946764000000
57,Wednesday,Wednesday,946710000000,946764000000
57,Thursday,Thursday,946710000000,946764000000
57,Friday,Friday,946710000000,946764000000
57,Saturday,Saturday,946710000000,946764000000
57,Sunday,Sunday,946710000000,946764000000
58,Monday,Monday,946710000000,946764000000
58,Tuesday,Tuesday,946710000000,946764000000
58,Wednesday,Wednesday,946710000000,946764000000
58,Thursday,Thursday,946710000000,946764000000
58,Friday,Friday,946710000000,946764000000
58,Saturday,Saturday,946710000000,946764000000
58,Sunday,Sunday,946710000000,946764000000
59,Monday,Monday,946710000000,946764000000
59,Tuesday,Tuesday,946710000000,946764000000
59,Wednesday,Wednesday,946710000000,946764000000
59,Thursday,Thursday,946710000000,946764000000
59,Friday,Friday,946710000000,946764000000
59,Saturday,Saturday,946710000000,946764000000
59,Sunday,Sunday,946710000000,946764000000
60,Monday,Monday,0,0
60,Tuesday,Tuesday,0,0
60,Wednesday,Wednesday,946717200000,946684800000
60,Thursday,Thursday,946717200000,946684800000
60,Friday,Friday,946717200000,946684800000
60,Saturday,Saturday,946717200000,946684800000
60,Sunday,Sunday,946717200000,946684800000
61,Monday,Monday,0,0
61,Tuesday,Tuesday,0,0
61,Wednesday,Wednesday,946717200000,946684800000
61,Thursday,Thursday,946717200000,946684800000
61,Friday,Friday,946717200000,946684800000
61,Saturday,Saturday,946717200000,946684800000
61,Sunday,Sunday,946717200000,946684800000
62,Monday,Monday,0,0
62,Tuesday,Tuesday,0,0
62,Wednesday,Wednesday,946717200000,946684800000
62,Thursday,Thursday,946717200000,946684800000
62,Friday,Friday,946717200000,946684800000
62,Saturday,Saturday,946717200000,946684800000
62,Sunday,Sunday,946717200000,946684800000
63,Monday,Monday,0,0
63,Tuesday,Tuesday,0,0
63,Wednesday,Wednesday,946717200000,946684800000
63,Thursday,Thursday,946717200000,946684800000
63,Friday,Friday,946717200000,946684800000
63,Saturday,Saturday,946717200000,946684800000
63,Sunday,Sunday,946717200000,946684800000
64,Monday,Monday,0,0
64,Tuesday,Tuesday,0,0
64,Wednesday,Wednesday,946717200000,946684800000
64,Thursday,Thursday,946717200000,946684800000
64,Friday,Friday,946717200000,946684800000
64,Saturday,Saturday,946717200000,946684800000
64,Sunday,Sunday,946717200000,946684800000
65,Monday,Monday,0,0
65,Tuesday,Tuesday,0,0
65,Wednesday,Wednesday,946717200000,946684800000
65,Thursday,Thursday,946717200000,946684800000
65,Friday,Friday,946717200000,946684800000
65,Saturday,Saturday,946717200000,946684800000
65,Sunday,Sunday,946717200000,946684800000
66,Monday,Monday,0,0
66,Tuesday,Tuesday,0,0
66,Wednesday,Wednesday,946717200000,946684800000
66,Thursday,Thursday,946717200000,946684800000
66,Friday,Friday,946717200000,946684800000
66,Saturday,Saturday,946717200000,946684800000
66,Sunday,Sunday,946717200000,946684800000
67,Monday,Monday,0,0
67,Tuesday,Tuesday,0,0
67,Wednesday,Wednesday,946717200000,946684800000
67,Thursday,Thursday,946717200000,946684800000
67,Friday,Friday,946717200000,946684800000
67,Saturday,Saturday,946717200000,946684800000
67,Sunday,Sunday,946717200000,946684800000
68,Monday,Monday,0,0
68,Tuesday,Tuesday,0,0
68,Wednesday,Wednesday,946717200000,946684800000
68,Thursday,Thursday,946717200000,946684800000
68,Friday,Friday,946717200000,946684800000
68,Saturday,Saturday,946717200000,946684800000
68,Sunday,Sunday,946717200000,946684800000
69,Monday,Monday,0,0
69,Tuesday,Tuesday,0,0
69,Wednesday,Wednesday,946717200000,946684800000
69,Thursday,Thursday,946717200000,946684800000
69,Friday,Friday,946717200000,946684800000
69,Saturday,Saturday,946717200000,946684800000
69,Sunday,Sunday,946717200000,946684800000
70,Monday,Monday,0,0
70,Tuesday,Tuesday,946717200000,946765800000
70,Wednesday,Wednesday,946717200000,946765800000
70,Thursday,Thursday,946717200000,946765800000
70,Friday,Friday,946717200000,946765800000
70,Saturday,Saturday,946717200000,946765800000
70,Sunday,Sunday,946717200000,946765800000
71,Monday,Monday,0,0
71,Tuesday,Tuesday,946717200000,946765800000
71,Wednesday,Wednesday,946717200000,946765800000
71,Thursday,Thursday,946717200000,946765800000
71,Friday,Friday,946717200000,946765800000
71,Saturday,Saturday,946717200000,946765800000
71,Sunday,Sunday,946717200000,946765800000
72,Monday,Monday,0,0
72,Tuesday,Tuesday,946717200000,946765800000
72,Wednesday,Wednesday,946717200000,946765800000
72,Thursday,Thursday,946717200000,946765800000
72,Friday,Friday,946717200000,946765800000
72,Saturday,Saturday,946717200000,946765800000
72,Sunday,Sunday,946717200000,946765800000
73,Monday,Monday,0,0
73,Tuesday,Tuesday,946717200000,946765800000
73,Wednesday,Wednesday,946717200000,946765800000
73,Thursday,Thursday,946717200000,946765800000
73,Friday,Friday,946717200000,946765800000
73,Saturday,Saturday,946717200000,946765800000
73,Sunday,Sunday,946717200000,946765800000
74,Monday,Monday,0,0
74,Tuesday,Tuesday,946717200000,946765800000
74,Wednesday,Wednesday,946717200000,946765800000
74,Thursday,Thursday,946717200000,946765800000
74,Friday,Friday,946717200000,946765800000
74,Saturday,Saturday,946717200000,946765800000
74,Sunday,Sunday,946717200000,946765800000
75,Monday,Monday,0,0
75,Tuesday,Tuesday,946717200000,946765800000
75,Wednesday,Wednesday,946717200000,946765800000
75,Thursday,Thursday,946717200000,946765800000
75,Friday,Friday,946717200000,946765800000
75,Saturday,Saturday,946717200000,946765800000
75,Sunday,Sunday,946717200000,946765800000
76,Monday,Monday,0,0
76,Tuesday,Tuesday,946717200000,946765800000
76,Wednesday,Wednesday,946717200000,946765800000
76,Thursday,Thursday,946717200000,946765800000
76,Friday,Friday,946717200000,946765800000
76,Saturday,Saturday,946717200000,946765800000
76,Sunday,Sunday,946717200000,946765800000
77,Monday,Monday,0,0
77,Tuesday,Tuesday,946717200000,946765800000
77,Wednesday,Wednesday,946717200000,946765800000
77,Thursday,Thursday,946717200000,946765800000
77,Friday,Friday,946717200000,946765800000
77,Saturday,Saturday,946717200000,946765800000
77,Sunday,Sunday,946717200000,946765800000
78,Monday,Monday,0,0
78,Tuesday,Tuesday,946717200000,946765800000
78,Wednesday,Wednesday,946717200000,946765800000
78,Thursday,Thursday,946717200000,946765800000
78,Friday,Friday,946717200000,946765800000
78,Saturday,Saturday,946717200000,946765800000
78,Sunday,Sunday,946717200000,946765800000
79,Monday,Monday,0,0
79,Tuesday,Tuesday,946717200000,946765800000
79,Wednesday,Wednesday,946717200000,946765800000
79,Thursday,Thursday,946717200000,946765800000
79,Friday,Friday,946717200000,946765800000
79,Saturday,Saturday,946717200000,946765800000
79,Sunday,Sunday,946717200000,946765800000
80,Monday,Monday,946717200000,946764000000
80,Tuesday,Tuesday,946717200000,946764000000
80,Wednesday,Wednesday,946717200000,946764000000
80,Thursday,Thursday,946717200000,946764000000
80,Friday,Friday,946717200000,946764000000
80,Saturday,Saturday,946728000000,946764000000
80,Sunday,Sunday,0,0
81,Monday,Monday,946717200000,946764000000
81,Tuesday,Tuesday,946717200000,946764000000
81,Wednesday,Wednesday,946717200000,946764000000
81,Thursday,Thursday,946717200000,946764000000
81,Friday,Friday,946717200000,946764000000
81,Saturday,Saturday,946728000000,946764000000
81,Sunday,Sunday,0,0
82,Monday,Monday,946717200000,946764000000
82,Tuesday,Tuesday,946717200000,946764000000
82,Wednesday,Wednesday,946717200000,946764000000
82,Thursday,Thursday,946717200000,946764000000
82,Friday,Friday,946717200000,946764000000
82,Saturday,Saturday,946728000000,946764000000
82,Sunday,Sunday,0,0
83,Monday,Monday,946717200000,946764000000
83,Tuesday,Tuesday,946717200000,946764000000
83,Wednesday,Wednesday,946717200000,946764000000
83,Thursday,Thursday,946717200000,946764000000
83,Friday,Friday,946717200000,946764000000
83,Saturday,Saturday,946728000000,946764000000
83,Sunday,Sunday,0,0
84,Monday,Monday,946717200000,946764000000
84,Tuesday,Tuesday,946717200000,946764000000
84,Wednesday,Wednesday,946717200000,946764000000
84,Thursday,Thursday,946717200000,946764000000
84,Friday,Friday,946717200000,946764000000
84,Saturday,Saturday,946728000000,946764000000
84,Sunday,Sunday,0,0
85,Monday,Monday,946717200000,946764000000
85,Tuesday,Tuesday,946717200000,946764000000
85,Wednesday,Wednesday,946717200000,946764000000
85,Thursday,Thursday,946717200000,946764000000
85,Friday,Friday,946717200000,946764000000
85,Saturday,Saturday,946728000000,946764000000
85,Sunday,Sunday,0,0
86,Monday,Monday,946717200000,946764000000
86,Tuesday,Tuesday,946717200000,946764000000
86,Wednesday,Wednesday,946717200000,946764000000
86,Thursday,Thursday,946717200000,946764000000
86,Friday,Friday,946717200000,946764000000
86,Saturday,Saturday,946728000000,946764000000
86,Sunday,Sunday,0,0
87,Monday,Monday,946717200000,946764000000
