uid,weekDay,name,svalue,evalue
21,Wednesday,Wednesday,39600000,-2678400000
21,Thursday,Thursday,39600000,-2678400000
21,Friday,Friday,39600000,-2678400000
21,Saturday,Saturday,39600000,-2678400000
21,Sunday,Sunday,39600000,-2678400000
106,Monday,Monday,0,0
106,Tuesday,Tuesday,946724000000,946681000000
106,Wednesday,Wednesday,946724000000,946681000000
106,Thursday,Thursday,946724000000,946685000000
106,Friday,Friday,946724000000,946685000000
106,Saturday,Saturday,946724000000,946685000000
106,Sunday,Sunday,946724000000,946685000000
104,Monday,Monday,32400000,5400000
104,Tuesday,Tuesday,32400000,5400000
104,Wednesday,Wednesday,32400000,5400000
104,Thursday,Thursday,32400000,5400000
104,Friday,Friday,32400000,5400000
104,Saturday,Saturday,36000000,5400000
104,Sunday,Sunday,36000000,5400000
4,Monday,Monday,946746000000,946681000000
4,Tuesday,Tuesday,946746000000,946681000000
4,Wednesday,Wednesday,61200000,-3600000
4,Thursday,Thursday,61200000,-2678400000
4,Friday,Friday,39600000,-2678400000
4,Saturday,Saturday,39600000,-2678400000
4,Sunday,Sunday,39600000,-3600000
264,Monday,Monday,0,0
264,Tuesday,Tuesday,39600000,79200000
264,Wednesday,Wednesday,39600000,79200000
264,Thursday,Thursday,39600000,79200000
264,Friday,Friday,39600000,79200000
264,Saturday,Saturday,39600000,79200000
264,Sunday,Sunday,39600000,79200000
105,Monday,Monday,0,0
105,Tuesday,Tuesday,946724000000,946764000000
105,Wednesday,Wednesday,946724000000,946764000000
105,Thursday,Thursday,946724000000,946764000000
105,Friday,Friday,946724000000,946764000000
105,Saturday,Saturday,946724000000,946764000000
105,Sunday,Sunday,946724000000,946764000000
99,Monday,Monday,0,0
99,Tuesday,Tuesday,0,0
99,Wednesday,Wednesday,39600000,55800000
99,Wednesday,,64800000,-3600000
99,Thursday,Thursday,39600000,55800000
99,Thursday,,64800000,-3600000
99,Friday,Friday,39600000,-2678400000
99,Saturday,Saturday,39600000,3600000
99,Sunday,Sunday,39600000,79200000
220,Monday,Monday,36000000,-3600000
220,Tuesday,Tuesday,36000000,-3600000
220,Wednesday,Wednesday,36000000,-3600000
220,Thursday,Thursday,36000000,-3600000
220,Friday,Friday,36000000,-2678400000
220,Saturday,Saturday,36000000,-2678400000
220,Sunday,Sunday,36000000,-3600000
221,Monday,Monday,0,0
221,Tuesday,Tuesday,946721000000,946688000000
221,Wednesday,Wednesday,946721000000,946688000000
221,Thursday,Thursday,946721000000,946688000000
221,Friday,Friday,946721000000,946690000000
221,Saturday,Saturday,946721000000,946690000000
221,Sunday,Sunday,946721000000,946688000000
222,Monday,Monday,39600000,-2678400000
222,Tuesday,Tuesday,39600000,-2678400000
222,Wednesday,Wednesday,39600000,-2678400000
222,Thursday,Thursday,39600000,-2678400000
222,Friday,Friday,39600000,3600000
222,Saturday,Saturday,36000000,3600000
222,Sunday,Sunday,36000000,-2678400000
263,Monday,Monday,43200000,57600000
263,Monday,,68400000,-3600000
263,Tuesday,Tuesday,43200000,57600000
263,Tuesday,,68400000,-3600000
263,Wednesday,Wednesday,43200000,57600000
263,Wednesday,,68400000,-3600000
263,Thursday,Thursday,43200000,57600000
263,Thursday,,68400000,-3600000
263,Friday,Friday,43200000,57600000
263,Friday,,68400000,-3600000
263,Saturday,Saturday,43200000,57600000
263,Saturday,,68400000,-3600000
263,Sunday,Sunday,43200000,57600000
263,Sunday,,68400000,-3600000
107,Monday,Monday,43200000,79200000
107,Tuesday,Tuesday,43200000,79200000
107,Wednesday,Wednesday,43200000,79200000
107,Thursday,Thursday,43200000,79200000
107,Friday,Friday,43200000,79200000
107,Saturday,Saturday,43200000,79200000
107,Sunday,Sunday,43200000,79200000
223,Monday,Monday,30600000,79200000
223,Tuesday,Tuesday,30600000,79200000
223,Wednesday,Wednesday,30600000,79200000
223,Thursday,Thursday,30600000,79200000
223,Friday,Friday,30600000,79200000
223,Saturday,Saturday,32400000,79200000
223,Sunday,Sunday,32400000,79200000
224,Monday,Monday,39600000,79200000
224,Tuesday,Tuesday,39600000,79200000
224,Wednesday,Wednesday,39600000,79200000
224,Thursday,Thursday,39600000,79200000
224,Friday,Friday,39600000,79200000
224,Saturday,Saturday,39600000,79200000
224,Sunday,Sunday,39600000,79200000
111,Monday,Monday,946746000000,946701000000
111,Tuesday,Tuesday,946746000000,946701000000
111,Wednesday,Wednesday,946746000000,946701000000
111,Thursday,Thursday,946746000000,946701000000
111,Friday,Friday,946746000000,946703000000
111,Saturday,Saturday,946746000000,946703000000
111,Sunday,Sunday,946746000000,946701000000
92,Monday,Monday,946746000000,946681000000
92,Tuesday,Tuesday,946746000000,946681000000
92,Wednesday,Wednesday,946746000000,946681000000
92,Thursday,Thursday,946746000000,946681000000
92,Friday,Friday,946746000000,946681000000
92,Saturday,Saturday,946728000000,946681000000
92,Sunday,Sunday,946728000000,946681000000
285,Monday,Monday,41400000,-3600000
285,Tuesday,Tuesday,41400000,-3600000
285,Wednesday,Wednesday,41400000,-3600000
285,Thursday,Thursday,41400000,-3600000
285,Friday,Friday,41400000,-3600000
285,Saturday,Saturday,41400000,-3600000
285,Sunday,Sunday,41400000,-3600000
178,Monday,Monday,946710000000,946764000000
178,Tuesday,Tuesday,25200000,946688000000
178,Wednesday,Wednesday,0,0
178,Thursday,Thursday,0,0
178,Friday,Friday,946710000000,946688000000
178,Saturday,Saturday,0,0
178,Sunday,Sunday,0,0
91,Monday,Monday,36000000,-3600000
91,Tuesday,Tuesday,36000000,-3600000
91,Wednesday,Wednesday,36000000,-3600000
91,Thursday,Thursday,36000000,-3600000
91,Friday,Friday,36000000,3600000
91,Saturday,Saturday,36000000,3600000
91,Sunday,Sunday,36000000,-3600000
185,Monday,Monday,946729000000,946681000000
185,Tuesday,Tuesday,946729000000,946681000000
185,Wednesday,Wednesday,946729000000,946681000000
185,Thursday,Thursday,946729000000,946685000000
185,Friday,Friday,946729000000,946685000000
185,Saturday,Saturday,946728000000,946685000000
185,Sunday,Sunday,946728000000,946685000000
134,Monday,Monday,43200000,-3600000
134,Tuesday,Tuesday,43200000,-3600000
134,Wednesday,Wednesday,43200000,-3600000
134,Thursday,Thursday,43200000,-3600000
134,Friday,Friday,43200000,-3600000
134,Saturday,Saturday,43200000,-3600000
134,Sunday,Sunday,43200000,-3600000
82,Monday,Monday,946726000000,946685000000
82,Tuesday,Tuesday,946726000000,946685000000
82,Wednesday,Wednesday,946726000000,946685000000
82,Thursday,Thursday,946726000000,946685000000
82,Friday,Friday,946726000000,946688000000
82,Saturday,Saturday,946726000000,946688000000
82,Sunday,Sunday,946726000000,946685000000
90,Monday,Monday,946728000000,946685000000
90,Tuesday,Tuesday,946728000000,946685000000
90,Wednesday,Wednesday,946728000000,946685000000
90,Thursday,Thursday,946728000000,946685000000
90,Friday,Friday,946728000000,946685000000
90,Saturday,Saturday,946728000000,946685000000
90,Sunday,Sunday,946728000000,946685000000
8,Monday,Monday,946717000000,946685000000
8,Tuesday,Tuesday,946717000000,946685000000
8,Wednesday,Wednesday,946717000000,946685000000
8,Thursday,Thursday,946717000000,946685000000
8,Friday,Friday,946717000000,946685000000
8,Saturday,Saturday,946717000000,946685000000
8,Sunday,Sunday,946717000000,946685000000
89,Monday,Monday,61200000,-3600000
89,Tuesday,Tuesday,61200000,-3600000
89,Wednesday,Wednesday,61200000,-3600000
89,Thursday,Thursday,61200000,-3600000
89,Friday,Friday,46800000,-2678400000
89,Saturday,Saturday,43200000,-2678400000
89,Sunday,Sunday,43200000,-3600000
6,Monday,Monday,37800000,5400000
6,Tuesday,Tuesday,37800000,5400000
6,Wednesday,Wednesday,37800000,5400000
6,Thursday,Thursday,37800000,5400000
6,Friday,Friday,37800000,5400000
6,Saturday,Saturday,37800000,5400000
6,Sunday,Sunday,37800000,5400000
152,Monday,Monday,43200000,54000000
152,Monday,,68400000,-3600000
152,Tuesday,Tuesday,43200000,54000000
152,Tuesday,,68400000,-3600000
152,Wednesday,Wednesday,43200000,54000000
152,Wednesday,,68400000,-3600000
152,Thursday,Thursday,43200000,54000000
152,Thursday,,68400000,-3600000
152,Friday,Friday,43200000,-2678400000
152,Saturday,Saturday,43200000,-2678400000
152,Sunday,Sunday,43200000,-2678400000
93,Monday,Monday,946717000000,946688000000
93,Tuesday,Tuesday,946717000000,946688000000
93,Wednesday,Wednesday,946717000000,946688000000
93,Thursday,Thursday,946717000000,946688000000
93,Friday,Friday,946685000000,946688000000
93,Saturday,Saturday,946717000000,946688000000
93,Sunday,Sunday,946717000000,946688000000
151,Monday,Monday,41400000,-2678400000
151,Tuesday,Tuesday,41400000,-2678400000
151,Wednesday,Wednesday,41400000,-2678400000
151,Thursday,Thursday,41400000,-2678400000
151,Friday,Friday,41400000,3600000
151,Saturday,Saturday,41400000,3600000
151,Sunday,Sunday,41400000,-3600000
267,Monday,Monday,43200000,81000000
267,Tuesday,Tuesday,43200000,81000000
267,Wednesday,Wednesday,43200000,81000000
267,Thursday,Thursday,43200000,81000000
267,Friday,Friday,43200000,81000000
267,Saturday,Saturday,43200000,81000000
267,Sunday,Sunday,43200000,81000000
268,Monday,Monday,39600000,72000000
268,Tuesday,Tuesday,39600000,72000000
268,Wednesday,Wednesday,39600000,72000000
268,Thursday,Thursday,39600000,72000000
268,Friday,Friday,39600000,79200000
268,Saturday,Saturday,39600000,79200000
268,Sunday,Sunday,39600000,79200000
241,Monday,Monday,61200000,3600000
241,Tuesday,Tuesday,61200000,3600000
241,Wednesday,Wednesday,61200000,3600000
241,Thursday,Thursday,61200000,3600000
241,Friday,Friday,61200000,3600000
241,Saturday,Saturday,61200000,3600000
241,Sunday,Sunday,61200000,3600000
250,Monday,Monday,39600000,3600000
250,Tuesday,Tuesday,39600000,3600000
250,Wednesday,Wednesday,39600000,3600000
250,Thursday,Thursday,39600000,3600000
250,Friday,Friday,39600000,5400000
250,Saturday,Saturday,39600000,5400000
250,Sunday,Sunday,39600000,3600000
121,Monday,Monday,946728000000,946685000000
121,Tuesday,Tuesday,946728000000,946685000000
121,Wednesday,Wednesday,946728000000,946685000000
121,Thursday,Thursday,946728000000,946685000000
121,Friday,Friday,946728000000,946688000000
121,Saturday,Saturday,946728000000,946688000000
121,Sunday,Sunday,946728000000,946685000000
249,Monday,Monday,946717000000,946688000000
249,Tuesday,Tuesday,946717000000,946688000000
249,Wednesday,Wednesday,946717000000,946688000000
249,Thursday,Thursday,946717000000,946688000000
249,Friday,Friday,946717000000,946690000000
249,Saturday,Saturday,946717000000,946690000000
249,Sunday,Sunday,946717000000,946688000000
227,Monday,Monday,946724000000,946681000000
227,Tuesday,Tuesday,946724000000,946681000000
227,Wednesday,Wednesday,946724000000,946681000000
227,Thursday,Thursday,946724000000,946681000000
227,Friday,Friday,946724000000,946681000000
227,Saturday,Saturday,946724000000,946681000000
227,Sunday,Sunday,946724000000,946681000000
84,Monday,Monday,946726000000,946737000000
84,Monday,,946742000000,946685000000
84,Tuesday,Tuesday,946726000000,946737000000
84,Tuesday,,946742000000,946685000000
84,Wednesday,Wednesday,946726000000,946737000000
84,Wednesday,,946742000000,946685000000
84,Thursday,Thursday,946726000000,946737000000
84,Thursday,,946742000000,946685000000
84,Friday,Friday,946726000000,946737000000
84,Friday,,946742000000,946685000000
84,Saturday,Saturday,946726000000,946737000000
84,Saturday,,946742000000,946685000000
84,Sunday,Sunday,946726000000,946737000000
84,Sunday,,946742000000,946685000000
150,Monday,Monday,25200000,-3600000
150,Tuesday,Tuesday,25200000,-3600000
150,Wednesday,Wednesday,25200000,-3600000
150,Thursday,Thursday,25200000,-3600000
150,Friday,Friday,25200000,-3600000
150,Saturday,Saturday,25200000,-3600000
150,Sunday,Sunday,25200000,-3600000
266,Monday,Monday,59400000,-2678400000
266,Tuesday,Tuesday,59400000,-2678400000
266,Wednesday,Wednesday,59400000,-2678400000
266,Thursday,Thursday,59400000,-2678400000
266,Friday,Friday,59400000,3600000
266,Saturday,Saturday,52200000,3600000
266,Sunday,Sunday,52200000,-2678400000
85,Monday,Monday,946728000000,946681000000
85,Tuesday,Tuesday,946728000000,946681000000
85,Wednesday,Wednesday,946728000000,946681000000
85,Thursday,Thursday,946728000000,946681000000
85,Friday,Friday,946728000000,946685000000
85,Saturday,Saturday,946728000000,946685000000
85,Sunday,Sunday,946728000000,946681000000
88,Monday,Monday,0,0
88,Tuesday,Tuesday,0,0
88,Wednesday,Wednesday,0,0
88,Thursday,Thursday,0,0
88,Friday,Friday,946739000000,946764000000
88,Saturday,Saturday,946724000000,946764000000
88,Sunday,Sunday,946724000000,946760000000
181,Monday,Monday,50400000,79200000
181,Tuesday,Tuesday,50400000,79200000
181,Wednesday,Wednesday,50400000,79200000
181,Thursday,Thursday,50400000,79200000
181,Friday,Friday,50400000,79200000
181,Saturday,Saturday,43200000,79200000
181,Sunday,Sunday,43200000,79200000
86,Monday,Monday,0,0
86,Tuesday,Tuesday,39600000,75600000
86,Wednesday,Wednesday,39600000,75600000
86,Thursday,Thursday,39600000,75600000
86,Friday,Friday,39600000,75600000
86,Saturday,Saturday,39600000,75600000
86,Sunday,Sunday,39600000,75600000
233,Monday,Monday,946728000000,946766000000
233,Tuesday,Tuesday,946728000000,946766000000
233,Wednesday,Wednesday,946728000000,946766000000
233,Thursday,Thursday,946728000000,946766000000
233,Friday,Friday,946728000000,946685000000
233,Saturday,Saturday,946728000000,946685000000
233,Sunday,Sunday,946728000000,946766000000
234,Monday,Monday,946739000000,946762000000
234,Tuesday,Tuesday,946739000000,946762000000
234,Wednesday,Wednesday,946739000000,946762000000
234,Thursday,Thursday,946746000000,946683000000
234,Friday,Friday,946746000000,946683000000
234,Saturday,Saturday,946746000000,946683000000
234,Sunday,Sunday,946739000000,946762000000
22,Monday,Monday,43200000,3600000
22,Tuesday,Tuesday,43200000,3600000
22,Wednesday,Wednesday,43200000,3600000
22,Thursday,Thursday,43200000,3600000
22,Friday,Friday,43200000,3600000
22,Saturday,Saturday,43200000,3600000
22,Sunday,Sunday,43200000,3600000
239,Monday,Monday,57600000,81000000
239,Tuesday,Tuesday,57600000,81000000
239,Wednesday,Wednesday,57600000,81000000
239,Thursday,Thursday,57600000,81000000
239,Friday,Friday,57600000,-1800000
239,Saturday,Saturday,57600000,-1800000
239,Sunday,Sunday,0,0
100,Monday,Monday,946751000000,946685000000
100,Tuesday,Tuesday,946751000000,946685000000
100,Wednesday,Wednesday,946751000000,946685000000
100,Thursday,Thursday,946751000000,946685000000
100,Friday,Friday,946751000000,946688000000
100,Saturday,Saturday,946732000000,946688000000
100,Sunday,Sunday,946732000000,946742000000
100,Sunday,,946751000000,946685000000
253,Monday,Monday,0,0
253,Tuesday,Tuesday,0,0
253,Wednesday,Wednesday,0,0
253,Thursday,Thursday,68400000,3600000
253,Friday,Friday,68400000,3600000
253,Saturday,Saturday,68400000,3600000
253,Sunday,Sunday,0,0
122,Monday,Monday,54000000,1800000
122,Tuesday,Tuesday,54000000,1800000
122,Wednesday,Wednesday,54000000,1800000
122,Thursday,Thursday,54000000,1800000
122,Friday,Friday,54000000,1800000
122,Saturday,Saturday,39600000,1800000
122,Sunday,Sunday,39600000,1800000
97,Monday,Monday,946728000000,946685000000
97,Tuesday,Tuesday,946728000000,946685000000
97,Wednesday,Wednesday,946728000000,946685000000
97,Thursday,Thursday,946728000000,946685000000
97,Friday,Friday,946728000000,946685000000
97,Saturday,Saturday,946728000000,946685000000
97,Sunday,Sunday,946728000000,946685000000
243,Monday,Monday,32400000,79200000
243,Tuesday,Tuesday,32400000,79200000
243,Wednesday,Wednesday,32400000,79200000
243,Thursday,Thursday,32400000,79200000
243,Friday,Friday,32400000,79200000
243,Saturday,Saturday,32400000,79200000
243,Sunday,Sunday,32400000,79200000
73,Monday,Monday,39600000,-3600000
73,Tuesday,Tuesday,39600000,-3600000
73,Wednesday,Wednesday,39600000,-3600000
73,Thursday,Thursday,39600000,-3600000
73,Friday,Friday,39600000,-3600000
73,Saturday,Saturday,39600000,-3600000
73,Sunday,Sunday,39600000,57600000
272,Monday,Monday,25200000,79200000
272,Tuesday,Tuesday,25200000,79200000
272,Wednesday,Wednesday,25200000,79200000
272,Thursday,Thursday,25200000,79200000
272,Friday,Friday,25200000,79200000
272,Saturday,Saturday,25200000,79200000
272,Sunday,Sunday,0,0
28,Monday,Monday,32400000,-2678400000
28,Tuesday,Tuesday,32400000,-2678400000
28,Wednesday,Wednesday,32400000,-2678400000
28,Thursday,Thursday,32400000,-2678400000
28,Friday,Friday,32400000,3600000
28,Saturday,Saturday,32400000,3600000
28,Sunday,Sunday,32400000,79200000
262,Monday,Monday,39600000,-3600000
262,Tuesday,Tuesday,39600000,-3600000
262,Wednesday,Wednesday,39600000,-3600000
262,Thursday,Thursday,39600000,-3600000
262,Friday,Friday,39600000,3600000
262,Saturday,Saturday,39600000,3600000
262,Sunday,Sunday,39600000,-3600000
208,Monday,Monday,41400000,-2678400000
208,Tuesday,Tuesday,41400000,-2678400000
208,Wednesday,Wednesday,41400000,-2678400000
208,Thursday,Thursday,41400000,-2678400000
208,Friday,Friday,41400000,-2678400000
208,Saturday,Saturday,41400000,-2678400000
208,Sunday,Sunday,41400000,-2678400000
261,Monday,Monday,39600000,1800000
261,Tuesday,Tuesday,39600000,1800000
261,Wednesday,Wednesday,39600000,1800000
261,Thursday,Thursday,39600000,1800000
261,Friday,Friday,39600000,1800000
261,Saturday,Saturday,39600000,1800000
261,Sunday,Sunday,39600000,-3600000
24,Monday,Monday,43200000,79200000
24,Tuesday,Tuesday,43200000,79200000
24,Wednesday,Wednesday,43200000,79200000
24,Thursday,Thursday,43200000,79200000
24,Friday,Friday,43200000,79200000
24,Saturday,Saturday,43200000,79200000
24,Sunday,Sunday,37800000,79200000
236,Monday,Monday,30600000,3600000
236,Tuesday,Tuesday,30600000,3600000
236,Wednesday,Wednesday,30600000,3600000
236,Thursday,Thursday,30600000,3600000
236,Friday,Friday,30600000,5400000
236,Saturday,Saturday,41400000,5400000
236,Sunday,Sunday,41400000,3600000
240,Monday,Monday,37800000,81000000
240,Tuesday,Tuesday,37800000,81000000
240,Wednesday,Wednesday,37800000,81000000
240,Thursday,Thursday,37800000,81000000
240,Friday,Friday,37800000,81000000
240,Saturday,Saturday,37800000,81000000
240,Sunday,Sunday,37800000,81000000
210,Monday,Monday,57600000,3600000
210,Tuesday,Tuesday,57600000,3600000
210,Wednesday,Wednesday,57600000,3600000
210,Thursday,Thursday,57600000,3600000
210,Friday,Friday,57600000,5400000
210,Saturday,Saturday,50400000,5400000
210,Sunday,Sunday,57600000,3600000
213,Monday,Monday,61200000,1800000
213,Tuesday,Tuesday,61200000,1800000
213,Wednesday,Wednesday,61200000,1800000
213,Thursday,Thursday,61200000,1800000
213,Friday,Friday,57600000,5400000
213,Saturday,Saturday,57600000,5400000
213,Sunday,Sunday,57600000,1800000
203,Monday,Monday,25200000,3600000
203,Tuesday,Tuesday,25200000,3600000
203,Wednesday,Wednesday,25200000,3600000
203,Thursday,Thursday,25200000,3600000
203,Friday,Friday,25200000,3600000
203,Saturday,Saturday,25200000,3600000
203,Sunday,Sunday,25200000,3600000
80,Monday,Monday,43200000,-2678400000
80,Tuesday,Tuesday,43200000,-2678400000
80,Wednesday,Wednesday,43200000,-2678400000
80,Thursday,Thursday,43200000,-2678400000
80,Friday,Friday,43200000,3600000
80,Saturday,Saturday,43200000,3600000
80,Sunday,Sunday,43200000,3600000
212,Monday,Monday,32400000,-2678400000
212,Tuesday,Tuesday,32400000,-2678400000
212,Wednesday,Wednesday,32400000,-2678400000
212,Thursday,Thursday,32400000,-2678400000
212,Friday,Friday,32400000,-2678400000
212,Saturday,Saturday,32400000,-2678400000
212,Sunday,Sunday,32400000,-2678400000
211,Monday,Monday,23400000,3600000
211,Tuesday,Tuesday,23400000,3600000
211,Wednesday,Wednesday,23400000,3600000
211,Thursday,Thursday,23400000,3600000
211,Friday,Friday,23400000,5400000
211,Saturday,Saturday,28800000,5400000
211,Sunday,Sunday,28800000,3600000
209,Monday,Monday,32400000,-2678400000
209,Tuesday,Tuesday,32400000,-2678400000
209,Wednesday,Wednesday,32400000,-2678400000
209,Thursday,Thursday,32400000,-2678400000
209,Friday,Friday,32400000,3600000
209,Saturday,Saturday,32400000,3600000
209,Sunday,Sunday,32400000,-2678400000
257,Monday,Monday,36000000,-3600000
257,Tuesday,Tuesday,36000000,-3600000
257,Wednesday,Wednesday,36000000,-3600000
257,Thursday,Thursday,36000000,-3600000
257,Friday,Friday,36000000,1800000
257,Saturday,Saturday,39600000,1800000
257,Sunday,Sunday,39600000,-3600000
87,Monday,Monday,946733000000,946759000000
87,Tuesday,Tuesday,946733000000,946759000000
87,Wednesday,Wednesday,946733000000,946759000000
87,Thursday,Thursday,946733000000,946759000000
87,Friday,Friday,946730000000,946683000000
87,Saturday,Saturday,946730000000,946683000000
87,Sunday,Sunday,946730000000,946759000000
217,Monday,Monday,55800000,-3600000
217,Tuesday,Tuesday,55800000,-3600000
217,Wednesday,Wednesday,55800000,-3600000
217,Thursday,Thursday,55800000,-3600000
217,Friday,Friday,52200000,5400000
217,Saturday,Saturday,52200000,5400000
217,Sunday,Sunday,55800000,-3600000
30,Monday,Monday,21600000,3600000
30,Tuesday,Tuesday,57600000,3600000
30,Wednesday,Wednesday,57600000,3600000
30,Thursday,Thursday,57600000,3600000
30,Friday,Friday,54000000,9000000
30,Saturday,Saturday,50400000,9000000
30,Sunday,Sunday,50400000,7200000
69,Monday,Monday,23400000,77400000
69,Tuesday,Tuesday,23400000,77400000
69,Wednesday,Wednesday,23400000,77400000
69,Thursday,Thursday,23400000,77400000
